objectid,parentid,title,date,description,subject,location,creator,latitude,longitude,source,digital_collection,identifier,language,rights,rightsstatement,format_original,type,format,filename,display_template,object_location,image_small,image_thumb
nwpostcards1763,,New Winchester grade over the Culdesac Hill,1913,"Postcard of a winding road near Culdesac, Idaho.  | New Winchester grade over the Culdesac Hill on the North and South Highway.",highways; hills; trees; automobiles; fields (land); photographic postcards,"Culdesac, Idaho",G.V. Barker,46.348113,-116.666572,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_02,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_02.jpg,image,/objects/pg_9_327_02.jpg,/objects/small/pg_9_327_02_sm.jpg,/objects/thumbs/pg_9_327_02_th.jpg
nwpostcards1764,,Highest railroad bridge in the world across Lawyers Canyon,1913,"Postcard of the Camas Prairie Railroad Bridge over Lawyer's Canyon near Culdesac, Idaho. | Highest railroad bridge in the world across Lawyers Canyon, N. and S. Highway, Idaho.",highways; hills; trees; automobiles; trestles; railroads; photographic postcards,"Culdesac, Idaho",G.V. Barker,46.202576,-116.421101,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_03,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_03.jpg,image,/objects/pg_9_327_03.jpg,/objects/small/pg_9_327_03_sm.jpg,/objects/thumbs/pg_9_327_03_th.jpg
nwpostcards1766,,Horse-shoe bend of the Big Salmon at the mouth of Slippery Creek,1913,"Postcard of an automobile crossing a bridge over the Salmon River. | The Horse-Shoe bend of the Big Salmon at the mouth of Slippery Creek. North and South Highway, Idaho.",rivers; automobiles; highways; mountains; trees; photographic postcards,"Riggins, Idaho",G.V. Barker,45.43231,-116.317713,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_05,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_05.jpg,image,/objects/pg_9_327_05.jpg,/objects/small/pg_9_327_05_sm.jpg,/objects/thumbs/pg_9_327_05_th.jpg
nwpostcards1767,,Box Canyon of the Salmon,1913,Postcard of a canyon and river on a highway in Idaho. | Box Canyon of the Salmon on North and South Highway.,highways; rivers; canyons; mountains; photographic postcards,"Whitebird, Idaho",G.V. Barker,45.612259,-116.278269,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_06,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_06.jpg,image,/objects/pg_9_327_06.jpg,/objects/small/pg_9_327_06_sm.jpg,/objects/thumbs/pg_9_327_06_th.jpg
nwpostcards1768,,Looking up the Big Salmon towards the Gill Ranch from the upper end of the Box Canyon,1913,Postcard of a river along a highway in Idaho. | Looking up the Big Salmon towards the Gill Ranch from upper end of the Box Canyon.,highways; rivers; canyons; mountains; trees; photographic postcards,"Riggins, Idaho",G.V. Barker,45.640568,-116.28042,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_07,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_07.jpg,image,/objects/pg_9_327_07.jpg,/objects/small/pg_9_327_07_sm.jpg,/objects/thumbs/pg_9_327_07_th.jpg
nwpostcards1769,,Grand Canyon of the Big Salmon river looking North from the Pogue Ranch,1913,"Postcard of a river and canyon near Riggins, Idaho. | Grand Canyon of the Big Salmon River looking South from the Pogue Ranch showing 3 miles of N. and S. Hy. And Riggins in the distance.",highways; rivers; canyons; mountains; trees; photographic postcards,"Riggins, Idaho",G.V. Barker,45.490494,-116.31737,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_08,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_08.jpg,image,/objects/pg_9_327_08.jpg,/objects/small/pg_9_327_08_sm.jpg,/objects/thumbs/pg_9_327_08_th.jpg
nwpostcards1770,,Looking south toward Whitebird from the top of Whitebird Hill,1913,"Postcard of a canyon and mountains near White bird, Idaho. | Looking south toward White bird from the top of White bird Hill showing the Seven Devils at the left 100 miles away. North and South Hy. Idaho.",mountains; valleys; canyons; hills; highways; clouds,"Whitebird, Idaho",G.V. Barker,45.823835,-116.248927,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_04,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_04.jpg,image,/objects/pg_9_327_04.jpg,/objects/small/pg_9_327_04_sm.jpg,/objects/thumbs/pg_9_327_04_th.jpg
nwpostcards1773,,Black Bear Inn on the Little Salmon,1913,"Postcard of a scenic Inn on the Salmon river. | The Black Bear Inn on the Little Salmon 161 miles south of Lewiston, Idaho. N. & S. Hy. Headquarters for the sportsman. Good hunting & Trout fishing.",rivers; highways; inns; buildings; trees; mountains; photographic postcards,"New Meadows, Idaho",Wesley Andrews,45.094356,-116.307718,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_327_10,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_327_10.jpg,image,/objects/pg_9_327_10.jpg,/objects/small/pg_9_327_10_sm.jpg,/objects/thumbs/pg_9_327_10_th.jpg
nwpostcards1804,,"Main street, Enterprise, Oregon",1910,"Postcard of Main street in Enterprise, Oregon.",utility poles; men; buildings; streets; trees; women; photographic postcards,"Enterprise, Oregon",,45.425519,-117.280969,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_59_01,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_59_01.jpg,image,/objects/pg_9_59_01.jpg,/objects/small/pg_9_59_01_sm.jpg,/objects/thumbs/pg_9_59_01_th.jpg
nwpostcards1818,,"Birdseye view of Northport, Washington, and the smelter.",1910,"Postcard of an ore smelter in Northport, Washington.",smelters (metalworking plants); buildings; trees; mountains; rivers; utility poles; towns; railroads; photographic postcards,"Northport, Washington",C.S. Reeves,48.924092,-117.768248,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/","Northwest Historical Postcards Collection, https://www.lib.uidaho.edu/digital/postcards/",pg_9_75_01b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,pg_9_75_01b.jpg,image,/objects/pg_9_75_01b.jpg,/objects/small/pg_9_75_01b_sm.jpg,/objects/thumbs/pg_9_75_01b_th.jpg
cities27,,"Murray, Idaho. White building in center, Louisville Hotel.",1886,,aerial views; towns; mountains,Murray,,47.627012,-115.85848,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-107-1,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x5 black and white print,Image;StillImage,image/jpeg,cities27.jpg,image,/objects/cities27.jpg,/objects/small/cities27_sm.jpg,/objects/thumbs/cities27_th.jpg
cities28,,"Panoramic view of Murray, Idaho.",1906,,aerial views; towns; mountains,Murray,,47.627012,-115.85848,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-107-2,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,7x5 black and white print,Image;StillImage,image/jpeg,cities28.jpg,image,/objects/cities28.jpg,/objects/small/cities28_sm.jpg,/objects/thumbs/cities28_th.jpg
cities31,,"Elk Prairie, Idaho.",1909,"Caption on photo 'The new town of 'Elk Prairie' on the Chicago and Milwaukee Railroad, 15 miles above St. Joe, Idaho.'",cabins,Elk Prairie,,47.315615,-116.363196,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-110-1a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white print,Image;StillImage,image/jpeg,cities31.jpg,image,/objects/cities31.jpg,/objects/small/cities31_sm.jpg,/objects/thumbs/cities31_th.jpg
cities32,,"Panoramic view of Viola, Idaho.",1885,,panoramas; towns,Viola,,46.84148,-117.024484,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-111-1a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities32.jpg,image,/objects/cities32.jpg,/objects/small/cities32_sm.jpg,/objects/thumbs/cities32_th.jpg
cities33,,"Panoramic view of Viola, Idaho looking south..",1914,,panoramas; main streets,Viola,,46.84148,-117.024484,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-111-1b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities33.jpg,image,/objects/cities33.jpg,/objects/small/cities33_sm.jpg,/objects/thumbs/cities33_th.jpg
cities35,,"Lamb Bros. General Machinist and Blacksmithing. Harrison, Idaho.",1913,Jonathan Lamb working in the blacksmith shop,interiors; smithies; blacksmith,Harrison,,47.455166,-116.784866,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-115-4b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5 black and white print,Image;StillImage,image/jpeg,cities35.jpg,image,/objects/cities35.jpg,/objects/small/cities35_sm.jpg,/objects/thumbs/cities35_th.jpg
cities36,,"Knox, Idaho.",1905,"Located 24 miles northeast of Cascade, this site was established by man named Knox, who had a way station on the old Boise-Thunder Mountain Trail",cabins,Knox,,44.682194,-115.679855,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-113-1a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities36.jpg,image,/objects/cities36.jpg,/objects/small/cities36_sm.jpg,/objects/thumbs/cities36_th.jpg
cities37,,"Crowd of people in street with band in foreground. DeLamar Mercantile in background. DeLamar, Idaho.",1902,,main streets; business enterprises; bands (ensembles),DeLamar,,43.016344,-116.749735,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-114-1a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities37.jpg,image,/objects/cities37.jpg,/objects/small/cities37_sm.jpg,/objects/thumbs/cities37_th.jpg
cities40,,"Moscow Public Library Moscow, Idaho.",1906,,libraries (buildings);,Moscow,,46.733504,-116.998515,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-02c,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities40.jpg,image,/objects/cities40.jpg,/objects/small/cities40_sm.jpg,/objects/thumbs/cities40_th.jpg
cities42,,"David's Department Store, 3rd and Main Street. Moscow, Idaho.",1900,,department stores;,Moscow,,46.732254,-117.001326,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-03a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,6x7.75 black and white print,Image;StillImage,image/jpeg,cities42.jpg,image,/objects/cities42.jpg,/objects/small/cities42_sm.jpg,/objects/thumbs/cities42_th.jpg
cities45,,"Exterior view of Russell School (1884-1912) after the annex was built in 1888. Moscow, Idaho..",1890-01-01,Moscow's first public school,schools;,Moscow,,46.734314,-116.997582,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-04b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities45.jpg,image,/objects/cities45.jpg,/objects/small/cities45_sm.jpg,/objects/thumbs/cities45_th.jpg
cities59,,"Barton House. Hotel on corner of Main Street and 4th Street. Moscow, Idaho.",1883,"Built by R.H. Barton, Moscow's first hotel proprietor",hotels (public accommodations); horses;,Moscow,,46.731705,-117.001342,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-07a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities59.jpg,image,/objects/cities59.jpg,/objects/small/cities59_sm.jpg,/objects/thumbs/cities59_th.jpg
cities61,,"People standing on porch of Moscow City Hotel. Moscow, Idaho.",1880,"Owned by Carter family. Right to left: William Carter, Mrs. William Carter, 2 not identified, Nettie Young, Viola Carter, George Carter, others not identified",hotels (public accommodations);,Moscow,,46.731822,-117.001981,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-08a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities61.jpg,image,/objects/cities61.jpg,/objects/small/cities61_sm.jpg,/objects/thumbs/cities61_th.jpg
cities64,,"Latah County Courthouse (1889-1958). Moscow, Idaho.",1889,Taken soon after courthouse built,courthouses;,Moscow,,46.730778,-116.996809,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-11a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities64.jpg,image,/objects/cities64.jpg,/objects/small/cities64_sm.jpg,/objects/thumbs/cities64_th.jpg
cities66,,"Interior view of cigar store in Moscow Hotel. Moscow, Idaho.",1895,,department stores;,Moscow,,46.731797,-117.001659,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-12b,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,4x7.25 black and white print,Image;StillImage,image/jpeg,cities66.jpg,image,/objects/cities66.jpg,/objects/small/cities66_sm.jpg,/objects/thumbs/cities66_th.jpg
cities69,,"Interior view of Moscow Hotel (1891- ). Moscow, Idaho.",1894,,department stores;,Moscow,,46.731797,-117.001659,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-12d,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities69.jpg,image,/objects/cities69.jpg,/objects/small/cities69_sm.jpg,/objects/thumbs/cities69_th.jpg
cities70,,"Sale held in front of old stable on northwest corner of 1st and Main Streets. Moscow, Idaho.",1890,,stables (animal housing); horses; horse-drawn vehicles;,Moscow,,46.73372,-117.001289,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities70.jpg,image,/objects/cities70.jpg,/objects/small/cities70_sm.jpg,/objects/thumbs/cities70_th.jpg
cities73,,"4th of July parade on Main Street. Moscow, Idaho.",1920,,parades; horse-drawn vehicles; main street;,Moscow,,46.731951,-117.001337,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13b-3a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2-3.5x5.75 black and white prints,Image;StillImage,image/jpeg,cities73.jpg,image,/objects/cities73.jpg,/objects/small/cities73_sm.jpg,/objects/thumbs/cities73_th.jpg
cities75,,"4th of July parade on Main Street. Moscow, Idaho.",1920,,parades; horse-drawn vehicles; main street;,Moscow,,46.731951,-117.001337,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13b-4a,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2-3.5x5.75 black and white prints,Image;StillImage,image/jpeg,cities75.jpg,image,/objects/cities75.jpg,/objects/small/cities75_sm.jpg,/objects/thumbs/cities75_th.jpg
cities81,,"Main Street from intersection of Main and 5th. Moscow, Idaho.",1892,,machinery shop; main street;,Moscow,,46.731009,-117.001219,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13f,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities81.jpg,image,/objects/cities81.jpg,/objects/small/cities81_sm.jpg,/objects/thumbs/cities81_th.jpg
cities84,,"Main Street from intersection of A and Main Streets. Moscow, Idaho",1920,"Visible: Hotel Idaho, Williamson's Dept. Store.",main street; hotels (public accommodations);,Moscow,,46.734573,-117.001407,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13i,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,5x7 black and white print,Image;StillImage,image/jpeg,cities84.jpg,image,/objects/cities84.jpg,/objects/small/cities84_sm.jpg,/objects/thumbs/cities84_th.jpg
cities87,,"Birdseye view of business district from corner of 6th and Jackson Streets. Moscow, Idaho.",1920,"Postcard. Caption reads 'No. 21 Birds eye view business district. Moscow, Idaho.",aerial views; lumber yards;,Moscow,,46.730025,-117.002689,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13j,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,3.5x5.5 black and white print,Image;StillImage,image/jpeg,cities87.jpg,image,/objects/cities87.jpg,/objects/small/cities87_sm.jpg,/objects/thumbs/cities87_th.jpg
cities89,,"Main Street. Moscow, Idaho.",1910,"Visible: Wallace's Jewelry, David's. First automobile in town?",main street; horse-drawn vehicles;,Moscow,,46.732183,-117.001348,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13n,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,3.5x7 black and white print,Image;StillImage,image/jpeg,cities89.jpg,image,/objects/cities89.jpg,/objects/small/cities89_sm.jpg,/objects/thumbs/cities89_th.jpg
cities95,,"4th of July parade on Main Street. Looking southwest from the corner of 6th and Main Streets. Moscow, Idaho.",1907-07-01,Visible: Potlatch Lumber Co.,parades; horse-drawn vehicles; main street;,Moscow,,46.730087,-117.001385,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/","Idaho Cities and Towns Collection, https://www.lib.uidaho.edu/digital/cities/",5-001-13t,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white print,Image;StillImage,image/jpeg,cities95.jpg,image,/objects/cities95.jpg,/objects/small/cities95_sm.jpg,/objects/thumbs/cities95_th.jpg
